"","order","geometry"
"32543","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32545","Hymenoptera",c(5995086.66053872, 1978064.27888564)
"32550","Hymenoptera",c(5994827.05789758, 1979554.91541198)
"32551","Hymenoptera",c(5994607.95453089, 1977952.75200016)
"32557","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32562","Hymenoptera",c(5994607.95453089, 1977952.75200016)
"32696","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32697","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32698","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32701","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32702","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32703","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"32704","Lepidoptera",c(5994824.37127749, 1979556.42159271)
"32705","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32713","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32714","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"32716","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32717","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"32719","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"32723","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32724","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32725","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32727","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32728","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32729","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32730","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32732","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32733","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32737","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32739","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32740","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32742","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32743","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32744","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32745","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32747","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32750","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32754","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32755","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"32757","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32758","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32759","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32760","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32764","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32766","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32770","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32771","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32773","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32775","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"32776","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32777","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32781","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32782","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32783","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32786","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32788","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"32790","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32792","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32794","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32795","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32796","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32800","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"32803","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32804","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32805","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32808","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32809","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32814","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32816","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32819","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32823","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32824","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32830","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32831","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32832","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32833","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32838","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32839","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32842","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32846","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"32849","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32851","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32853","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32856","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32857","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32858","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32859","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32860","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"32863","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32864","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32865","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32867","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32868","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32870","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32878","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32880","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32886","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32890","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32891","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32892","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32893","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32895","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32898","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32900","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32903","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32908","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32911","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32913","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32915","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32919","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32920","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32922","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32924","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"32925","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32927","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32929","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32932","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32933","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32938","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32939","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32944","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32949","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32956","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32958","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32962","Lepidoptera",c(5993982.09293703, 1977908.77743342)
"32963","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32969","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32971","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32972","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"32974","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32977","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32981","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32983","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32985","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"32990","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32991","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32995","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"32996","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"32997","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"32998","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33000","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33002","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33003","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33007","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33008","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33009","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33010","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33015","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33016","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33026","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33029","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33031","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33038","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33040","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33041","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33043","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33045","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33050","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33051","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33053","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33056","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33058","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33060","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"33064","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33065","Lepidoptera",c(5994824.37127749, 1979556.42159271)
"33069","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33072","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33073","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33078","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33080","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33086","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33088","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33092","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33094","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33095","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33096","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33097","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33099","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33106","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33107","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33109","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33112","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33113","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33115","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33116","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33126","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33128","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33129","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33130","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33131","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33132","Lepidoptera",c(5994824.37127749, 1979556.42159271)
"33134","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33135","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33138","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33141","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33142","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33146","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33152","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33153","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33157","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33158","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33162","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"33165","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33166","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33167","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33169","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33171","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33177","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33185","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33189","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33190","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33198","Lepidoptera",c(5994824.37127749, 1979556.42159271)
"33203","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33206","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33210","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33218","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33230","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33251","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33254","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33258","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33260","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33262","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33264","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33272","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"33278","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33285","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33289","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33296","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33322","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33324","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33328","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33348","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33362","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33366","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33371","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33380","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33381","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33390","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33391","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"33392","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33397","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33403","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33409","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33419","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33422","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33428","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33431","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33432","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33433","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33440","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33443","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33445","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33449","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33453","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33454","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33455","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33456","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33459","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33460","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33461","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33464","Lepidoptera",c(5994344.38554373, 1977763.68044474)
"33473","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33474","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33478","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33487","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33491","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33492","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33494","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33495","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33503","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33504","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33505","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33507","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33509","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33510","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33513","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33515","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33516","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33519","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33522","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33532","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33536","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33537","Lepidoptera",c(5994824.37127749, 1979556.42159271)
"33544","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33545","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33549","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33551","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33554","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33556","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33557","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33559","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33562","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33567","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33572","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33577","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33579","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33580","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33586","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33592","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33599","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33600","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33603","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33604","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33608","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33609","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33610","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33613","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33618","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33619","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33626","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33632","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33634","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33635","Lepidoptera",c(5994344.38554373, 1977763.68044474)
"33637","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33640","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33642","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33644","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33646","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33647","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33649","Lepidoptera",c(5994344.38554373, 1977763.68044474)
"33651","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33663","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33664","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33668","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33673","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33675","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33688","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33697","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33701","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33702","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33705","Lepidoptera",c(5994344.38554373, 1977763.68044474)
"33713","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33714","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33715","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"33718","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33720","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33722","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33724","Lepidoptera",c(5994344.38554373, 1977763.68044474)
"33727","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33730","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33734","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33739","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33743","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33746","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33752","Lepidoptera",c(5994633.00685447, 1978679.15949678)
"33753","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"33757","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33764","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33768","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33773","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33777","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33779","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"33783","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"33784","Hymenoptera",c(5995638.52317507, 1979541.20647557)
"33785","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"33798","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"34386","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"34424","Odonata",c(5994870.20517455, 1978539.32097848)
"34778","Lepidoptera",c(5995499.36354649, 1978970.53089881)
"35207","Diptera",c(5995213.93366924, 1977384.89010986)
"35479","Hemiptera",c(5995213.93366924, 1977384.89010986)
"35524","Orthoptera",c(5995499.36354649, 1978970.53089881)
"35599","Lepidoptera",c(5995213.93366924, 1977384.89010986)
"35788","Diptera",c(5994975.78544233, 1976215.85741653)
"35818","Diptera",c(5995213.93366924, 1977384.89010986)
"37487","Diptera",c(5995690.12348802, 1978928.38598446)
"37504","Coleoptera",c(5995690.12348802, 1978928.38598446)
"37625","Lepidoptera",c(5994838.85204689, 1976265.73555612)
"38003","Pedunculata",c(5995215.35494025, 1975717.45370604)
"38106","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"38188","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"38221","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"38266","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"38267","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"38314","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"38367","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"38380","Hymenoptera",c(5995499.36354649, 1978970.53089881)
"38414","Diptera",c(5993813.18193616, 1977571.6161258)
"38457","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"38475","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"38487","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"38572","Decapoda",c(5995343.92263186, 1975800.95166315)
"38918","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38919","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38920","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38921","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38922","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38923","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38924","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38925","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38926","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38927","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38928","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38929","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38930","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38931","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38932","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38933","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38934","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38936","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38937","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38938","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38939","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38940","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38941","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38942","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38943","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38944","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38945","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38946","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38947","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38948","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38949","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38950","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38951","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38952","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38953","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38954","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38955","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38956","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38957","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38959","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"38960","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"39182","Hymenoptera",c(5995172.54735097, 1979625.25678792)
"39280","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"39365","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"39430","Coleoptera",c(5994977.3341645, 1976121.19266513)
"39645","Diptera",c(5993813.18193616, 1977571.6161258)
"39694","Diptera",c(5994977.3341645, 1976121.19266513)
"39901","Coleoptera",c(5993813.18193616, 1977571.6161258)
"39944","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"39989","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40017","Diptera",c(5995069.98845629, 1979544.54943929)
"40025","Diptera",c(5995069.98845629, 1979544.54943929)
"40027","Diptera",c(5995069.98845629, 1979544.54943929)
"40047","Diptera",c(5995069.98845629, 1979544.54943929)
"40055","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40063","Diptera",c(5995069.98845629, 1979544.54943929)
